#time, Lng[]
314.167,11.6445
314.367,11.6445
314.567,11.6445
314.767,11.6445
314.967,11.6445
315.167,11.6445
315.367,11.6445
315.567,11.6445
315.767,11.6445
315.967,11.6445
316.167,11.6445
316.367,11.6445
316.567,11.6445
316.767,11.6445
316.967,11.6445
317.167,11.6445
317.367,11.6445
317.567,11.6445
317.767,11.6445
317.967,11.6445
318.167,11.6445
318.367,11.6445
318.567,11.6445
318.767,11.6445
318.967,11.6445
319.167,11.6445
319.367,11.6445
319.567,11.6445
319.767,11.6445
319.967,11.6445
320.167,11.6445
320.367,11.6445
320.567,11.6445
320.767,11.6445
320.967,11.6445
321.167,11.6445
321.367,11.6445
321.567,11.6445
321.767,11.6445
321.967,11.6445
322.167,11.6445
322.367,11.6445
322.567,11.6445
322.767,11.6445
322.967,11.6445
323.167,11.6445
323.367,11.6445
323.567,11.6445
323.767,11.6445
323.967,11.6445
324.167,11.6445
324.367,11.6445
324.567,11.6445
324.767,11.6445
324.967,11.6445
325.167,11.6445
325.367,11.6445
325.567,11.6445
325.767,11.6445
325.967,11.6445
326.167,11.6445
326.367,11.6445
326.567,11.6445
326.767,11.6445
326.967,11.6445
327.167,11.6445
327.367,11.6445
327.567,11.6445
327.767,11.6445
327.967,11.6445
328.167,11.6445
328.367,11.6445
328.567,11.6445
328.767,11.6445
328.967,11.6445
329.167,11.6445
329.367,11.6445
329.567,11.6445
329.767,11.6445
329.967,11.6445
330.167,11.6445
330.367,11.6445
330.567,11.6445
330.767,11.6445
330.967,11.6445
331.167,11.6445
331.367,11.6445
331.567,11.6445
331.767,11.6445
331.967,11.6445
332.167,11.6445
332.367,11.6445
332.567,11.6445
332.767,11.6445
332.967,11.6445
333.167,11.6445
333.367,11.6445
333.567,11.6445
333.767,11.6445
333.967,11.6445
334.167,11.6445
334.367,11.6445
334.567,11.6445
334.767,11.6445
334.967,11.6445
335.167,11.6445
335.367,11.6445
335.567,11.6445
335.767,11.6445
335.967,11.6445
336.167,11.6445
336.367,11.6445
336.567,11.6445
336.767,11.6445
336.967,11.6445
337.167,11.6445
337.367,11.6445
337.567,11.6445
337.767,11.6445
337.967,11.6445
338.167,11.6445
338.367,11.6445
338.567,11.6445
338.767,11.6445
338.967,11.6445
339.167,11.6445
339.367,11.6445
339.567,11.6445
339.767,11.6445
339.967,11.6445
340.167,11.6445
340.367,11.6445
340.567,11.6445
340.767,11.6445
340.967,11.6445
341.167,11.6445
341.367,11.6445
341.567,11.6445
341.767,11.6445
341.967,11.6445
342.167,11.6445
342.367,11.6445
342.567,11.6445
342.767,11.6445
342.967,11.6445
343.167,11.6445
343.367,11.6445
343.567,11.6445
343.767,11.6445
343.967,11.6445
344.167,11.6445
344.367,11.6445
344.567,11.6445
344.767,11.6445
344.967,11.6445
345.167,11.6445
345.367,11.6445
345.567,11.6445
345.767,11.6445
345.967,11.6445
346.167,11.6445
346.367,11.6445
346.567,11.6445
346.767,11.6445
346.967,11.6445
347.167,11.6445
347.367,11.6445
347.567,11.6445
347.767,11.6445
347.967,11.6445
348.167,11.6445
348.367,11.6445
348.567,11.6445
348.767,11.6445
348.967,11.6445
349.167,11.6445
349.367,11.6445
349.567,11.6445
349.767,11.6445
349.967,11.6445
350.167,11.6445
350.367,11.6445
350.567,11.6445
350.767,11.6445
350.967,11.6445
351.167,11.6445
351.367,11.6445
351.586,11.6445
351.767,11.6445
351.967,11.6445
352.167,11.6445
352.367,11.6445
352.567,11.6445
352.767,11.6445
352.967,11.6445
353.167,11.6445
353.367,11.6445
353.567,11.6445
353.767,11.6445
353.967,11.6445
354.167,11.6445
354.367,11.6445
354.567,11.6445
354.767,11.6445
354.967,11.6445
355.167,11.6445
355.367,11.6445
355.567,11.6445
355.767,11.6445
355.967,11.6445
356.167,11.6445
356.367,11.6445
356.567,11.6445
356.767,11.6445
356.967,11.6445
357.167,11.6445
357.367,11.6445
357.567,11.6445
357.767,11.6445
357.967,11.6445
358.167,11.6445
358.367,11.6445
358.567,11.6445
358.767,11.6445
358.967,11.6445
359.167,11.6445
359.367,11.6445
359.567,11.6445
359.767,11.6445
359.967,11.6445
360.167,11.6445
360.367,11.6445
360.567,11.6445
360.767,11.6445
360.967,11.6445
361.167,11.6445
361.367,11.6445
361.567,11.6445
361.767,11.6445
361.967,11.6445
362.167,11.6445
362.367,11.6445
362.567,11.6445
362.767,11.6445
362.967,11.6445
363.167,11.6445
363.367,11.6445
363.567,11.6445
363.767,11.6445
363.967,11.6445
364.167,11.6445
364.367,11.6445
364.567,11.6445
364.767,11.6445
364.967,11.6445
365.167,11.6445
365.367,11.6445
365.567,11.6445
365.767,11.6445
365.967,11.6445
366.167,11.6445
366.367,11.6445
366.587,11.6445
366.767,11.6445
366.967,11.6445
367.167,11.6445
367.367,11.6445
367.587,11.6445
367.767,11.6445
367.967,11.6445
368.167,11.6445
368.367,11.6445
368.586,11.6445
368.787,11.6445
368.967,11.6445
369.167,11.6445
369.367,11.6445
369.587,11.6445
369.767,11.6445
369.967,11.6445
370.167,11.6445
370.367,11.6445
370.567,11.6445
370.767,11.6445
370.967,11.6445
371.167,11.6445
371.367,11.6445
371.567,11.6445
371.767,11.6445
371.967,11.6445
372.167,11.6445
372.367,11.6445
372.567,11.6445
372.767,11.6445
372.967,11.6445
373.167,11.6445
373.367,11.6445
373.567,11.6445
373.767,11.6445
373.967,11.6445
374.167,11.6445
374.367,11.6445
374.586,11.6445
374.767,11.6445
374.967,11.6445
375.167,11.6445
375.367,11.6445
375.567,11.6445
375.786,11.6445
375.967,11.6445
376.167,11.6445
376.367,11.6445
376.567,11.6445
376.767,11.6445
376.967,11.6445
377.167,11.6445
377.387,11.6445
377.567,11.6445
377.767,11.6445
377.987,11.6445
378.167,11.6445
378.367,11.6445
378.587,11.6445
378.767,11.6445
378.967,11.6445
379.167,11.6445
379.367,11.6445
379.567,11.6445
379.767,11.6445
379.967,11.6445
380.167,11.6445
380.367,11.6445
380.587,11.6445
380.767,11.6445
380.967,11.6445
381.186,11.6445
381.367,11.6445
381.587,11.6445
381.787,11.6445
381.987,11.6445
382.167,11.6445
382.367,11.6445
382.587,11.6445
382.787,11.6445
382.987,11.6445
383.187,11.6445
383.387,11.6445
383.587,11.6445
383.767,11.6445
383.986,11.6445
384.186,11.6445
384.387,11.6445
384.587,11.6445
384.787,11.6445
384.987,11.6445
385.167,11.6445
385.387,11.6445
385.586,11.6445
385.786,11.6445
385.987,11.6445
386.187,11.6445
386.367,11.6445
386.567,11.6445
386.787,11.6445
386.987,11.6445
387.187,11.6445
387.387,11.6445
387.587,11.6445
387.787,11.6445
387.967,11.6445
388.187,11.6445
388.387,11.6445
388.587,11.6445
388.787,11.6445
388.986,11.6445
389.167,11.6445
389.387,11.6445
389.567,11.6445
389.787,11.6445
389.967,11.6445
390.167,11.6445
390.387,11.6445
390.567,11.6445
390.787,11.6445
390.967,11.6445
391.187,11.6445
391.387,11.6445
391.587,11.6445
391.767,11.6445
391.967,11.6445
392.187,11.6445
392.387,11.6445
392.587,11.6445
392.767,11.6445
392.967,11.6445
393.167,11.6445
393.367,11.6445
393.567,11.6445
393.767,11.6445
393.967,11.6445
394.167,11.6445
394.387,11.6445
394.567,11.6445
394.767,11.6445
394.987,11.6445
395.167,11.6445
395.387,11.6445
395.587,11.6445
395.787,11.6445
395.987,11.6445
396.167,11.6445
396.387,11.6445
396.567,11.6445
396.767,11.6445
396.967,11.6445
397.187,11.6445
397.387,11.6445
397.567,11.6445
397.787,11.6445
397.987,11.6445
398.167,11.6445
398.387,11.6445
398.587,11.6445
398.787,11.6445
398.967,11.6445
399.167,11.6445
399.367,11.6445
399.567,11.6445
399.767,11.6445
399.967,11.6445
400.167,11.6445
400.367,11.6445
400.567,11.6445
400.767,11.6445
400.967,11.6445
401.167,11.6445
401.367,11.6445
401.567,11.6445
401.767,11.6445
401.967,11.6445
402.167,11.6445
402.367,11.6445
402.567,11.6445
402.767,11.6445
402.967,11.6445
403.167,11.6445
403.367,11.6445
403.567,11.6445
403.767,11.6445
403.967,11.6445
404.167,11.6445
404.367,11.6445
404.587,11.6445
404.767,11.6445
404.967,11.6445
405.167,11.6445
405.387,11.6445
405.567,11.6445
405.767,11.6445
405.967,11.6445
406.167,11.6445
406.367,11.6445
406.567,11.6445
406.767,11.6445
406.967,11.6445
407.167,11.6445
407.367,11.6445
407.567,11.6445
407.767,11.6445
407.967,11.6445
408.167,11.6445
408.367,11.6445
408.567,11.6444
408.767,11.6444
408.967,11.6444
409.167,11.6444
409.367,11.6444
409.567,11.6444
409.767,11.6444
409.967,11.6444
410.167,11.6444
410.367,11.6444
410.587,11.6444
410.767,11.6444
410.987,11.6444
411.167,11.6444
411.367,11.6444
411.567,11.6444
411.767,11.6444
411.967,11.6444
412.167,11.6444
412.367,11.6444
412.567,11.6444
412.767,11.6444
412.967,11.6444
413.167,11.6444
413.367,11.6444
413.567,11.6444
413.767,11.6444
413.967,11.6444
414.167,11.6444
414.367,11.6444
414.567,11.6444
414.767,11.6444
414.967,11.6444
415.167,11.6444
415.367,11.6444
415.567,11.6444
415.767,11.6444
415.967,11.6444
416.167,11.6444
416.367,11.6444
416.567,11.6444
416.767,11.6444
416.967,11.6444
417.167,11.6444
417.367,11.6444
417.567,11.6444
417.767,11.6444
417.967,11.6444
418.167,11.6444
418.387,11.6444
418.567,11.6444
418.767,11.6444
418.967,11.6444
419.167,11.6444
419.367,11.6444
419.567,11.6444
419.767,11.6444
419.967,11.6444
420.187,11.6444
420.387,11.6444
420.567,11.6444
420.787,11.6444
420.967,11.6444
421.167,11.6444
421.386,11.6444
421.587,11.6444
421.767,11.6444
421.967,11.6444
422.167,11.6444
422.367,11.6444
422.567,11.6444
422.767,11.6444
422.987,11.6444
423.167,11.6444
423.367,11.6444
423.587,11.6444
423.767,11.6444
423.967,11.6444
424.186,11.6444
424.367,11.6444
424.567,11.6444
424.767,11.6444
424.967,11.6444
425.167,11.6444
425.386,11.6444
425.567,11.6444
425.787,11.6444
425.987,11.6444
426.186,11.6444
426.386,11.6444
426.568,11.6444
426.767,11.6444
426.967,11.6444
427.167,11.6444
427.367,11.6444
427.587,11.6444
427.767,11.6444
427.967,11.6444
428.167,11.6444
428.387,11.6444
428.567,11.6444
428.787,11.6444
428.987,11.6444
429.187,11.6444
429.387,11.6444
429.586,11.6444
429.787,11.6445
429.987,11.6445
430.186,11.6445
430.387,11.6445
430.587,11.6445
430.787,11.6445
430.987,11.6445
431.187,11.6445
431.387,11.6445
431.587,11.6445
431.787,11.6446
431.987,11.6446
432.186,11.6446
432.387,11.6446
432.587,11.6446
432.787,11.6446
432.987,11.6447
433.187,11.6447
433.387,11.6447
433.587,11.6447
433.787,11.6447
433.986,11.6448
434.186,11.6448
434.387,11.6448
434.587,11.6448
434.767,11.6449
434.987,11.6449
435.187,11.6449
435.387,11.6449
435.586,11.645
435.786,11.645
435.987,11.645
436.167,11.6451
436.387,11.6451
436.587,11.6451
436.787,11.6452
436.987,11.6452
437.186,11.6452
437.387,11.6453
437.567,11.6453
437.787,11.6453
437.987,11.6453
438.187,11.6454
438.387,11.6454
438.586,11.6454
438.787,11.6455
438.986,11.6455
439.187,11.6455
439.386,11.6456
439.587,11.6456
439.787,11.6456
439.987,11.6456
440.187,11.6457
440.386,11.6457
440.587,11.6457
440.787,11.6458
440.986,11.6458
441.187,11.6458
441.387,11.6458
441.587,11.6459
441.787,11.6459
441.986,11.6459
442.186,11.646
442.387,11.646
442.587,11.646
442.787,11.646
442.987,11.6461
443.187,11.6461
443.387,11.6461
443.587,11.6462
443.787,11.6462
443.987,11.6462
444.187,11.6462
444.386,11.6463
444.587,11.6463
444.787,11.6463
444.987,11.6463
445.187,11.6463
445.387,11.6464
445.587,11.6464
445.786,11.6464
445.987,11.6464
446.186,11.6465
446.387,11.6465
446.587,11.6465
446.787,11.6465
446.987,11.6465
447.187,11.6466
447.387,11.6466
447.587,11.6466
447.787,11.6466
447.987,11.6466
448.187,11.6466
448.387,11.6466
448.587,11.6467
448.787,11.6467
448.987,11.6467
449.187,11.6467
449.386,11.6467
449.587,11.6467
449.786,11.6467
449.987,11.6467
450.187,11.6467
450.387,11.6468
450.587,11.6468
450.787,11.6468
450.987,11.6468
451.186,11.6468
451.386,11.6468
451.587,11.6468
451.787,11.6468
451.987,11.6468
452.187,11.6468
452.387,11.6468
452.587,11.6468
452.787,11.6468
452.987,11.6468
453.187,11.6468
453.387,11.6468
453.587,11.6468
453.787,11.6468
453.987,11.6468
454.187,11.6468
454.387,11.6468
454.587,11.6468
454.787,11.6468
454.987,11.6468
455.187,11.6468
455.387,11.6467
455.587,11.6467
455.787,11.6467
455.987,11.6467
456.187,11.6467
456.387,11.6467
456.587,11.6467
456.787,11.6467
456.987,11.6467
457.187,11.6466
457.387,11.6466
457.587,11.6466
457.787,11.6466
457.987,11.6466
458.187,11.6465
458.387,11.6465
458.587,11.6465
458.787,11.6465
458.987,11.6464
459.187,11.6464
459.387,11.6464
459.587,11.6464
459.787,11.6463
459.987,11.6463
460.187,11.6463
460.387,11.6463
460.587,11.6462
460.787,11.6462
460.987,11.6462
461.187,11.6462
461.387,11.6461
461.587,11.6461
461.787,11.6461
461.987,11.646
462.187,11.646
462.387,11.646
462.587,11.646
462.787,11.6459
462.987,11.6459
463.187,11.6459
463.387,11.6458
463.587,11.6458
463.787,11.6458
463.987,11.6458
464.187,11.6457
464.387,11.6457
464.587,11.6457
464.787,11.6456
464.987,11.6456
465.187,11.6456
465.387,11.6455
465.587,11.6455
465.787,11.6455
465.987,11.6455
466.187,11.6454
466.387,11.6454
466.587,11.6454
466.787,11.6453
466.987,11.6453
467.187,11.6453
467.387,11.6452
467.587,11.6452
467.787,11.6452
467.987,11.6452
468.187,11.6451
468.387,11.6451
468.587,11.6451
468.787,11.645
468.987,11.645
469.187,11.645
469.387,11.6449
469.587,11.6449
469.787,11.6449
469.987,11.6448
470.187,11.6448
470.387,11.6448
470.587,11.6447
470.787,11.6447
470.986,11.6447
471.186,11.6446
471.387,11.6446
471.586,11.6446
471.787,11.6445
471.987,11.6445
472.187,11.6445
472.387,11.6445
472.587,11.6444
472.787,11.6444
472.987,11.6444
473.187,11.6443
473.387,11.6443
473.587,11.6443
473.787,11.6443
473.986,11.6442
474.187,11.6442
474.387,11.6442
474.587,11.6442
474.787,11.6441
474.987,11.6441
475.187,11.6441
475.387,11.6441
475.587,11.6441
475.786,11.6441
475.986,11.6441
476.187,11.6441
476.387,11.644
476.587,11.644
476.787,11.644
476.987,11.644
477.187,11.644
477.387,11.644
477.587,11.6441
477.787,11.6441
477.987,11.6441
478.187,11.6441
478.387,11.6441
478.587,11.6441
478.787,11.6441
478.986,11.6441
479.187,11.6442
479.387,11.6442
479.587,11.6442
479.787,11.6442
479.987,11.6442
480.187,11.6442
480.387,11.6443
480.587,11.6443
480.787,11.6443
480.987,11.6443
481.187,11.6443
481.387,11.6444
481.587,11.6444
481.787,11.6444
481.987,11.6444
482.187,11.6445
482.387,11.6445
482.587,11.6445
482.787,11.6445
482.987,11.6446
483.187,11.6446
483.387,11.6446
483.587,11.6446
483.787,11.6446
483.987,11.6446
484.187,11.6447
484.387,11.6447
484.587,11.6447
484.787,11.6447
484.987,11.6447
485.187,11.6447
485.387,11.6447
485.587,11.6447
485.787,11.6447
485.987,11.6447
486.187,11.6447
486.387,11.6447
486.587,11.6447
486.787,11.6447
486.987,11.6447
487.187,11.6447
487.387,11.6447
487.587,11.6447
487.787,11.6447
487.987,11.6447
488.187,11.6447
488.387,11.6447
488.587,11.6447
488.787,11.6447
488.987,11.6447
489.187,11.6447
489.387,11.6447
489.587,11.6447
489.787,11.6447
489.987,11.6447
490.187,11.6447
490.387,11.6447
490.587,11.6447
490.787,11.6447
490.987,11.6447
491.187,11.6447
491.387,11.6447
491.587,11.6447
491.787,11.6447
491.987,11.6447
492.187,11.6447
492.387,11.6447
492.587,11.6447
492.787,11.6447
492.987,11.6447
493.187,11.6447
493.387,11.6447
493.587,11.6447
493.787,11.6447
493.986,11.6447
494.187,11.6447
494.387,11.6447
494.587,11.6447
494.787,11.6447
494.987,11.6447
495.187,11.6447
495.387,11.6447
495.587,11.6447
495.787,11.6447
495.987,11.6447
496.186,11.6447
496.387,11.6447
496.587,11.6447
496.787,11.6447
496.987,11.6447
497.186,11.6447
497.387,11.6447
497.587,11.6447
497.787,11.6447
497.987,11.6447
498.187,11.6447
498.387,11.6447
498.587,11.6447
498.787,11.6447
498.986,11.6447
499.186,11.6447
499.387,11.6447
499.587,11.6447
499.786,11.6447
499.987,11.6447
500.187,11.6447
500.386,11.6447
500.586,11.6447
500.786,11.6447
500.987,11.6447
501.186,11.6447
501.387,11.6447
501.586,11.6447
501.787,11.6447
501.986,11.6447
502.187,11.6447
502.387,11.6447
502.587,11.6447
502.787,11.6447
502.987,11.6447
503.187,11.6447
503.387,11.6447
503.586,11.6447
503.786,11.6447
503.986,11.6447
504.187,11.6447
504.387,11.6447
504.587,11.6447
504.787,11.6447
504.986,11.6447
505.186,11.6447
505.387,11.6447
505.587,11.6447
505.787,11.6447
505.987,11.6447
506.187,11.6447
506.387,11.6447
506.587,11.6447
506.787,11.6447
506.986,11.6447
507.186,11.6447
507.387,11.6447
507.587,11.6447
507.787,11.6447
507.987,11.6447
508.187,11.6447
508.386,11.6447
508.586,11.6447
508.787,11.6447
508.986,11.6447
509.187,11.6447
509.387,11.6447
509.587,11.6447
509.786,11.6447
509.987,11.6447
510.187,11.6447
510.387,11.6447
510.587,11.6447
510.786,11.6447
510.987,11.6447
511.187,11.6447
511.387,11.6447
511.587,11.6447
511.787,11.6447
511.986,11.6447
512.187,11.6447
512.387,11.6447
512.587,11.6447
512.787,11.6447
512.987,11.6447
513.187,11.6447
513.387,11.6447
513.587,11.6447
513.786,11.6447
513.987,11.6447
514.187,11.6447
514.387,11.6447
514.586,11.6447
514.786,11.6447
514.987,11.6447
515.187,11.6447
515.387,11.6447
515.586,11.6447
515.786,11.6447
515.987,11.6447
516.187,11.6447
516.387,11.6447
516.587,11.6447
516.787,11.6447
516.987,11.6447
517.186,11.6447
517.387,11.6447
517.586,11.6447
517.787,11.6447
517.987,11.6447
518.187,11.6447
518.387,11.6447
518.586,11.6447
518.786,11.6447
518.987,11.6447
519.186,11.6447
519.387,11.6447
519.587,11.6447
519.787,11.6447
519.987,11.6447
520.186,11.6447
520.387,11.6447
520.607,11.6447
520.786,11.6447
520.987,11.6447
521.186,11.6447
521.387,11.6447
521.587,11.6447
521.787,11.6447
521.987,11.6447
522.187,11.6447
522.387,11.6447
522.587,11.6447
522.787,11.6447
522.987,11.6447
523.187,11.6447
523.387,11.6447
523.587,11.6447
523.786,11.6447
523.986,11.6447
524.187,11.6447
524.387,11.6447
524.587,11.6447
524.787,11.6447
524.987,11.6447
525.186,11.6447
525.387,11.6447
525.586,11.6447
525.786,11.6447
525.986,11.6447
526.187,11.6447
526.387,11.6447
526.587,11.6447
526.787,11.6447
526.987,11.6447
527.187,11.6447
527.387,11.6447
527.587,11.6447
527.787,11.6447
527.987,11.6447
528.187,11.6447
528.387,11.6447
528.587,11.6447
528.786,11.6447
528.987,11.6447
529.186,11.6447
529.386,11.6447
529.587,11.6447
529.787,11.6447
529.987,11.6447
530.187,11.6447
530.387,11.6447
530.587,11.6447
530.786,11.6447
530.987,11.6447
531.187,11.6447
531.387,11.6447
531.587,11.6447
531.787,11.6447
531.987,11.6447
532.186,11.6447
532.387,11.6447
532.587,11.6447
532.787,11.6447
532.987,11.6447
533.187,11.6447
533.386,11.6447
533.587,11.6447
533.787,11.6447
533.986,11.6447
534.187,11.6447
534.387,11.6447
534.587,11.6447
534.787,11.6447
534.987,11.6447
535.187,11.6446
535.387,11.6446
535.586,11.6446
535.787,11.6446
535.986,11.6446
536.187,11.6446
536.387,11.6446
536.587,11.6446
536.787,11.6446
536.987,11.6446
537.187,11.6446
537.387,11.6446
537.587,11.6446
537.787,11.6446
537.987,11.6446
538.187,11.6446
538.387,11.6446
538.587,11.6446
538.786,11.6446
538.986,11.6446
539.187,11.6446
539.386,11.6446
539.587,11.6446
539.787,11.6446
539.987,11.6446
540.187,11.6446
540.387,11.6446
540.586,11.6446
540.787,11.6446
540.986,11.6446
541.187,11.6446
541.387,11.6446
541.587,11.6446
541.787,11.6446
541.987,11.6446
542.187,11.6446
542.387,11.6446
542.587,11.6446
542.787,11.6446
542.987,11.6446
543.187,11.6446
543.387,11.6446
543.587,11.6446
543.787,11.6446
543.987,11.6446
544.187,11.6446
544.387,11.6446
544.587,11.6446
544.787,11.6446
544.987,11.6446
545.187,11.6446
545.387,11.6446
545.587,11.6446
545.787,11.6446
545.987,11.6446
546.187,11.6446
546.387,11.6446
546.587,11.6446
546.787,11.6446
546.987,11.6446
547.187,11.6446
547.387,11.6446
547.587,11.6446
547.787,11.6446
547.987,11.6446
548.187,11.6446
548.387,11.6446
548.587,11.6446
548.787,11.6446
548.987,11.6446
549.187,11.6446
549.387,11.6446
549.587,11.6446
549.787,11.6446
549.987,11.6446
550.207,11.6446
550.387,11.6446
550.607,11.6446
550.787,11.6446
550.986,11.6446
551.187,11.6446
551.387,11.6446
551.587,11.6446
551.787,11.6446
551.987,11.6446
552.186,11.6446
552.387,11.6446
552.587,11.6446
552.787,11.6446
552.987,11.6446
553.187,11.6446
553.387,11.6446
553.586,11.6446
553.787,11.6446
553.986,11.6446
554.187,11.6446
554.387,11.6446
554.587,11.6446
554.787,11.6446
554.987,11.6446
555.187,11.6446
555.387,11.6446
555.587,11.6446
